MGI Marker Accession ID	Marker name 1	Marker name 2	Marker name 3	status	37 chr	37 bp start	37 bp end	Chr_assigned	fem_assigned_cM	mal_assigned_cM	sexave_assigned_cM	note
MGI:92471	D3Mit197	D3Mit197		good	3	143935462	143935650					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3620839	D3Mit161b	D3Mit161	D3Mit161a	good	3	144480575	144480701					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614024	D3Mit113.2	D3Mit113.2		good	3	145313857	145314024					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92379	D3Mit113	D3Mit113		good	3	145314009	145314144					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614023	D3Mit113.1	D3Mit113.1		good	3	145314159	145314301					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92557	D3Mit85	D3Mit85		good	3	145609942	145610157					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100543	D3Mit292	D3Mit292		good	3	145974760	145974878					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100576	D3Mit259	D3Mit259		good	3	146000181	146000270					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614040	D3Mit259.1	D3Mit259.1		good	3	146000363	146000475					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100574	D3Mit261	D3Mit261		good	3	146997798	146997989					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92558	D3Mit86	D3Mit86		good	3	147002779	147002931					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92504	D3Mit31	D3Mit31		good	3	147261794	147262017					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102318	D3Mit1002	D12Mit253		good	3	147359617	147359737					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613862	D3Mit1003	D12Mit253.1		good	3	147359713	147359876					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102045	D3Mit321	D3Mit321		good	3	147553880	147553990					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92474	D3Mit200	D3Mit200		good	3	147694263	147694393					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92514	D3Mit44	D3Mit44		good	3	147806689	147806831					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92416	D3Mit147	D3Mit147		good	3	148408373	148408506					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100542	D3Mit293	D3Mit293		good	3	148932688	148932790					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92417	D3Mit148	D3Mit148		good	3	149185946	149186070					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100573	D3Mit262	D3Mit262		good	3	149279576	149279710					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92505	D3Mit32	D3Mit32		good	3	149411386	149411560					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92395	D3Mit128	D3Mit128		2+	3	150419200		3	85.56	67.92	76.65	marker maps to more than one location on 1 chr; locations are <1 Mb apart; marker map position is interpolated to the revised Shifman map based on average bp start position
MGI:102047	D3Mit323	D3Mit323		good	3	152403275	152403394					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92559	D3Mit87	D3Mit87		good	3	152876282	152876412					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100541	D3Mit294	D3Mit294		good	3	153163385	153163506					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92380	D3Mit114a	D3Mit114	D3Mit114b	2+	3	153192482		3	86.49	70.26	78.31	marker maps to more than one location on 1 chr; locations are <1 Mb apart; marker map position is interpolated to the revised Shifman map based on average bp start position
MGI:100534	D3Mit302	D3Mit302		good	3	153246950	153247068					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92560	D3Mit88	D3Mit88		good	3	153603906	153604072					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92496	D3Mit220	D3Mit220		good	3	153660828	153660964					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92528	D3Mit58	D3Mit58		good	3	153799680	153799824					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92529	D3Mit59	D3Mit59		good	3	153888925	153889129					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92382	D3Mit116	D3Mit116		good	3	154204566	154204824					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100572	D3Mit263	D3Mit263		good	3	154252459	154252603					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92433	D3Mit162	D3Mit162		good	3	154337209	154337358					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90271	D3Mit1000	D15Mit139		good	3	154402452	154402589					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92381	D3Mit115	D3Mit115		good	3	154599378	154599519					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100601	D3Mit234	D3Mit234		good	3	154609710	154609896					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92494	D3Mit219	D3Mit219		good	3	154642386	154642531					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100533	D3Mit303	D3Mit303		good	3	155766752	155766840					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92396	D3Mit129	D3Mit129		good	3	156075589	156075779					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92475	D3Mit201	D3Mit201		good	3	156198717	156198836					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92434	D3Mit163	D3Mit163		good	3	156321292	156321435					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108927	D3Mit365	D3Mit365		good	3	156356222	156356371					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92561	D3Mit89	D3Mit89		good	3	156500069	156500289					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92774	D4Mit149	D4Mit149		good	4	3584271	3584381					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105616	D4Mit316	D4Mit316		good	4	5191115	5191226					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92724	D4Mit103	D4Mit103		good	4	5882633	5882761					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105617	D4Mit315	D4Mit315		good	4	6519412	6519515					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100524	D4Mit235	D4Mit235		good	4	8256102	8256217					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614066	D4Mit235.1	D4Mit235.1		good	4	8256191	8256306					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92725	D4Mit104	D4Mit104		good	4	8353868	8354110					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614054	D4Mit104.1	D4Mit104.1		good	4	8353894	8354007					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108956	D4Mit360	D4Mit360		good	4	8832767	8832879					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105615	D4Mit317	D4Mit317		good	4	9254664	9254756					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100495	D4Mit264	D4Mit264		good	4	9322672	9322796					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100496	D4Mit263	D4Mit263		good	4	9496993	9497102					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92810	D4Mit181	D4Mit181		good	4	9501070	9501202					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92722	D4Mit101	D4Mit101		good	4	9629760	9629862					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100532	D4Mit227	D4Mit227		good	4	9927643	9927823					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100498	D4Mit261	D4Mit261		good	4	11555771	11555891					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92936	D4Mit99	D4Mit99		good	4	12496971	12497113					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92721	D4Mit100	D4Mit100		good	4	13333737	13333918					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92720	D4Mit1	D4Mit1		good	4	17819763	17819881					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100499	D4Mit260	D4Mit260		good	4	18946682	18946821					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92759	D4Mit135	D4Mit135		good	4	19787749	19787894					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100491	D4Mit268	D4Mit268		good	4	20542586	20542733					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102050	D4Mit293	D4Mit293		good	4	20657150	20657272					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92935	D4Mit98	D4Mit98		good	4	21663901	21664069					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:107083	D4Mit345	D4Mit345		good	4	21663947	21664069					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614071	D4Mit345.1	D4Mit345.1		good	4	21664059	21664199					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92799	D4Mit171	D4Mit171		good	4	22413431	22413736					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92760	D4Mit136	D4Mit136		good	4	23554744	23554892					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92933	D4Mit96	D4Mit96		good	4	23554802	23554981					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100493	D4Mit266	D4Mit266		good	4	24249446	24249549					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92843	D4Mit211	D4Mit211		good	4	24274200	24274345					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614055	D4Mit105.1	D4Mit105.1		good	4	24328993	24329111					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92726	D4Mit105	D4Mit105		good	4	24329113	24329241					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92821	D4Mit191	D4Mit191		good	4	24875394	24875514					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92830	D4Mit2	D4Mit2		good	4	25610387	25610576					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:703073	D4Mit361	D4Mit361		good	4	25610398	25610577					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105614	D4Mit318	D4Mit318		good	4	27388896	27389021					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100494	D4Mit265	D4Mit265		good	4	27626062	27626172					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92776	D4Mit150	D4Mit150		good	4	27632368	27632513					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92842	D4Mit210	D4Mit210		good	4	29081263	29081444					marker maps to one location; map position interpolated to revised Shifman SNP map
